city,state,country,shape,comments,latitude,longitude,date,time,datetime
sion mills (northern ireland),,Ireland,fireball,Two suns flying over our heads in Co. Tyrone&#44 Northern IrelandOctober 1995,54.78535,-7.47427,1995-10-25,20:45,1995-10-25 20:45
hamilton (uk/scotland),,United Kingdom,cigar,hovering lights&#44silent&#44 making cloud,55.766667,-4.033333,2001-10-25,23:00,2001-10-25 23:00
bridgend (uk/england),,United Kingdom,sphere,several dancing light balls&#44 floating around in concentric circles&#44 sighted at 2 different places,51.505833,-3.577222,2011-10-25,00:30,2011-10-25 00:30
brixham.devon (at sea.fishing) (uk/england),,Uk/england,sphere,the object moved at speed from one place to enother&#44then stopt and started follwing  are boat then vanishd.,50.39514,-3.513924,1994-10-26,02:30,1994-10-26 02:30
newport (uk/england),,United Kingdom,oval,oval&#44 lit up brigthly with flashing lights at the bottom.,52.016667,-4.833333,1999-10-26,21:15,1999-10-26 21:15
birmingham (uk/england),,United Kingdom,sphere,playing golf&#44 frosty morning no wind at ground level&#44completely blue sky&#44no cloud at all. looked up to see if buzzards about and the ob,52.466667,-1.916667,2003-10-26,10:00,2003-10-26 10:00
bristol (uk/england),,United Kingdom,other,Okay&#44 this is a new one on me&#44 maybe someone else has seen these too. Towards the end of October 2003&#44 around 9:30 pm with a clear sky&#44,51.45,-2.583333,2003-10-26,21:30,2003-10-26 21:30
stoke-on-trent (uk/england),,United Kingdom,sphere,((HOAX??))  3 orbs 1 orange 2 white,53.0,-2.183333,2006-10-26,06:30,2006-10-26 06:30
northampton (uk/england),,United Kingdom,fireball,bright white object travelling accross the sky and in a flash it was gone,52.25,-0.883333,2006-10-26,19:45,2006-10-26 19:45
stoke-on-trent (uk/england),,United Kingdom,cylinder,TRANSLUCENT (V) FORMATION  OBJECTS AT CLOSE QUARTERS 1997,53.0,-2.183333,1997-10-27,19:30,1997-10-27 19:30
ripon&#44 north yorkshire (uk/england),,Uk/england,circle,two orange balls next to each other moving eraticly then dissapered over near roof tops,54.13564,-1.527334,1999-10-27,21:00,1999-10-27 21:00
dundee (uk/scotland),,United Kingdom,cigar,Whilst at work I looked out of the main door &amp; saw what looked a cloud in the shape of a cigar which was white in colour. The object wa,56.5,-2.966667,2002-10-27,17:00,2002-10-27 17:00
oslo (norway),,Norway,unknown,Extremly loud&#44 clear and strange sounds and a voice that NEVER could be of this world &#33&#33&#33,59.913869,10.752245,2008-10-27,01:00,2008-10-27 01:00
bagheria (italy),,Italy,changing,Meteor or something else.,38.078918,13.512365,2013-10-27,04:26,2013-10-27 04:26
brandon (county durham)(uk/england),,United Kingdom,teardrop,Slow moving horizontal tear shaped craft over Brandon&#44 County Durham&#44 no deviation or erratic movement,52.366667,-1.4,2000-10-28,20:05,2000-10-28 20:05
gusum (sweden),,Sweden,circle,10 glowing dots looking like circles...,58.266667,16.483333,2004-10-28,20:00,2004-10-28 20:00
glasgow (uk/scotland),,United Kingdom,other,Egg rimer shaped object flew incredibly fast in cleasr sky making no sound.,55.833333,-4.25,2007-10-28,12:10,2007-10-28 12:10
bedford (uk/england),,United Kingdom,diamond,28th October 2010  Bedford England  moving slowly over the town for 2.5 minutes + posted 29/10/10,52.133333,-0.45,2010-10-28,19:25,2010-10-28 19:25
wevershoof (netherlands),,Netherlands,circle,horizontal movement over one kilometers length  back and forward faster than planes,52.730854,5.152193,2004-10-29,03:45,2004-10-29 03:45
heule/kuurne (belgium),,Belgium,light,The time of the events are late in the evening 29 October in Belgium&#33  Events happened around 12 o clock CET when going to the city Kor,50.843196,3.23472,2004-10-29,24:00,2004-10-29 24:00
herefordshire (uk/england),,United Kingdom,sphere,Green sphere viewed between the downs and Bromyard&#44 Herefordshire.,52.083333,-2.75,2011-10-29,18:30,2011-10-29 18:30
slobozia (romania),,Romaina,light,Orange reddish lights seen.,44.563889,27.366111,2012-10-29,00:00,2012-10-29 00:00
darwen&#44 lancashire (uk/england),,Uk/england,circle,BLUISH-WHITE CIRCULAR LIGHT,53.829579,-2.597118,1999-10-30,01:10,1999-10-30 01:10
l&#180;arbo&ccedil; (catalunya) (spain),,Spain,disk,OBJETO TIPO DISCO VISTO EN DEP&Ograve;SITO DE AGUA &#44 ENCIMA ANTENA DE R&Agrave;DIO L&#180;ARBO&Ccedil; 106.8 FM MET&Agrave;LICO. ESTATICO POSADO ENCIMA DEL CUERPO D,41.265988,1.602034,2005-10-30,04:31,2005-10-30 04:31
aberdeen (uk/scotland),,United Kingdom,circle,3 stationary orange lights above city of Aberdeen,57.166667,-2.666667,2008-10-30,19:40,2008-10-30 19:40
heswall (uk/england),,United Kingdom,circle,Strange single light that moved slowly but erratically,53.316667,-3.1,2009-10-30,20:59,2009-10-30 20:59
london (uk/england),,United Kingdom,circle,Huge white circular object with flashing light on base and possible red lights either side,51.514125,-0.093689,2011-10-30,18:47,2011-10-30 18:47
warrington (uk/england),,United Kingdom,other,((HOAX?  Date is flawed.))  Solid orange V shape flying past and over no lights just a solid radiating orange V,53.383333,-2.6,2011-10-30,20:00,2011-10-30 20:00
chirpan (bulgaria),,Bulgaria,light,Pulsating red/yellow light moving slowly and stopping above a city (possibility of a repeating case),42.20207,25.324854,2012-10-30,19:15,2012-10-30 19:15
uk/england,,Fuck,light,Fast moving light rotating in a circle.  ((NUFORC Note:  Possible advertising light??  PD)),52.355518,-1.17432,2012-10-30,22:45,2012-10-30 22:45
grimsby (uk/england) ?,,Uk/england,other,The objects where T shaped&#44 and travelled north&#44 moved up/down every 10 seconds or so.,53.567471,-0.080784,2001-10-31,20:00,2001-10-31 20:00
manchester (uk/england),,United Kingdom,triangle,unknown flying object saw by myself and 2 friends it fell from the sky with lights flickering green triangle shaped,53.5,-2.216667,2004-10-31,00:04,2004-10-31 00:04
ivanka pri dunaji (slovakia),,Slovakia,light,I with my frends smoked in our small town located in state Slovakia in the middle of europe and we saw a lightball above near city Brat,48.188188,17.257228,2006-10-31,20:00,2006-10-31 20:00
manchester (uk/england),,United Kingdom,diamond,u.f.o grounds planes over manchester.,53.5,-2.216667,2006-10-31,21:59,2006-10-31 21:59
colchester (uk/england),,United Kingdom,light,we were on our way out for the night and walking up brook st colchester essex engalnd  there was a strange light we thoughy it was a fa,51.883333,0.9,2007-10-31,21:30,2007-10-31 21:30
london (uk/england),,United Kingdom,unknown,The object was slowly moving across the Heathrow fight path over Richmond in Surrey.  It was a dark object but it was also changing sha,51.514125,-0.093689,2008-10-31,09:25,2008-10-31 09:25
hereford (uk/england),,United Kingdom,light,5 orange objects over eastern horizon&#44 viewed from SE Hereford in the UK,52.05,-2.716667,2008-10-31,21:50,2008-10-31 21:50
birmingham (uk/england),,United Kingdom,sphere,Orange glowing Spheres of light approaching from south-east at about three times the speed of a normal aircraft&#44 slowing before turning,52.466667,-1.916667,2009-10-31,23:00,2009-10-31 23:00
glasgow (uk/scotland),,United Kingdom,fireball,Unusual Meteorite over Scottish Campsies?,55.833333,-4.25,2006-10-03,22:00,2006-10-03 22:00
chawton&#44 hampshire (uk/england),,Uk/england,light,Circular bright orange light in the night sky that glowed twice (on/off) before disappearing,51.131258,-0.987425,2008-10-03,10:30,2008-10-03 10:30
setif (algeria),,Algeria,light,One of very bright and big sphere was standing alone with a small boarded one. The another big sphere approached.,36.183333,5.4,2012-10-03,05:00,2012-10-03 05:00
london (uk/england),,United Kingdom,disk,Transparent disk leaves nuclear plant,51.514125,-0.093689,2001-10-04,09:45,2001-10-04 09:45
glasgow (uk/scotland),,United Kingdom,diamond,Rolling white diamond above hills,55.833333,-4.25,2002-10-04,07:20,2002-10-04 07:20
hyvink&auml;&auml; (finland),,Finland,other,The story of strange satellites REVEALED,60.631811,24.857883,2005-10-04,21:30,2005-10-04 21:30
sunderland (uk/england),,United Kingdom,circle,Strange orange object spotted and photographed over Durham&#44 England,54.911944,-1.383333,2006-10-04,18:30,2006-10-04 18:30
grays (uk/england),,United Kingdom,fireball,Was like an Orange ball of fire much larger than an aeroplane&#44 that hovered for about 4 minutes and then flew very fast out of sight&#33,51.483333,0.333333,2009-10-04,19:25,2009-10-04 19:25
pitesti (romania),,Romaina,light,I was on the porch smoking a cigarette&#44 looking up and I saw something that looked like a normal star&#44 with the exception that it was c,44.860556,24.867778,2012-10-04,21:00,2012-10-04 21:00
ryde (uk/england),,United Kingdom,triangle,Triangular&#44 hazy outline with various low hues and 6-8 large white double spots running out along wings.,50.716667,-1.166667,2013-10-04,20:00,2013-10-04 20:00
newcastle (northumberland) (uk/england),,United Kingdom,triangle,TRIANGULAR&#44BRIGHT&#44INCREDIBLE SPEED&#44AMAZINGLY HIGH UP&#44OUT OF CHARICTER  TO ME.,54.2,-5.883333,1999-10-05,22:00,1999-10-05 22:00
st. helier (jersey channel islands) (uk/england),,Jersey,light,Bright white light seen in daylight over Channel Islands moving on East to West course,49.186823,-2.106568,2007-10-05,09:36,2007-10-05 09:36
aberdeen (uk/scotland),,United Kingdom,circle,Bright orange round light moving over city,57.166667,-2.666667,2008-10-05,18:24,2008-10-05 18:24
clogher (uk/england),,United Kingdom,fireball,I was taking my father into town. we where driving out the lane when i noticed a ball of light going in a straight line to our left.,54.416667,-7.2,2013-10-05,22:00,2013-10-05 22:00
prishtina,,Fuck,circle,Orange Circle,42.657798,21.153346,1992-10-06,13:00,1992-10-06 13:00
birmingham (uk/england),,United Kingdom,oval,small&#44 oval object floating in the sky (not a balloon),52.466667,-1.916667,1999-10-06,14:00,1999-10-06 14:00
almelo (netherlands),,Netherlands,triangle,3 People seeing 2 wild moving silent triangular shaped crafts surrounded in a orange halo of light&#33&#33&#33,52.355085,6.659865,2000-10-06,03:45,2000-10-06 03:45
uk/england,,Fuck,triangle,RED TRIANGLES&#44 WHITE SPOTS--------VERY FAST&#33&#33&#33&#33&#33,52.355518,-1.17432,2000-10-06,22:00,2000-10-06 22:00
bladel (brabant) (netherlands),,Netherlands,light,Report from the Dutch news,51.362963,5.213639,2002-10-06,24:00,2002-10-06 24:00
ticknall (near derby) (uk/england),,United Kingdom,cone,Cone shaped object with lights appearing to hover in the distance,52.8,-1.483333,2004-10-06,17:57,2004-10-06 17:57
uckfield (uk/england),,United Kingdom,circle,HOVERING ORB LIKE LIGHTS YELLOW/ORANGE UCKFIELD EAST SUSSEX,50.966667,0.1,2007-10-06,21:30,2007-10-06 21:30
leamington spa (uk/england),,United Kingdom,light,Silent red light&#44 moving very fast&#44 seen by three men,52.3,-1.533333,2007-10-06,22:00,2007-10-06 22:00
huddersfield (uk/england),,United Kingdom,circle,Dark coloured round disc,53.65,-1.783333,2002-10-07,16:53,2002-10-07 16:53
harlow&#44 essex (uk/england),,Uk/england,sphere,Craft vanishes after crossing the path of an aeroplane.,51.767787,0.087806,2004-10-07,11:30,2004-10-07 11:30
malmesbury,,Fuck,oval,Malmesbury Aliens in Somerfield Area,51.586357,-2.102834,2004-10-07,12:45,2004-10-07 12:45
kirby bellars (leicstershire) (uk/england),,Uk/england,other,star shape low flying fast,52.755637,-0.947553,2005-10-07,09:00,2005-10-07 09:00
derbyshire (uk/england),,United Kingdom,fireball,3 fireballs&#44 2 traveling in close formation&#44 1 some distance away&#44 maybe 500 m. They suddenly veered away and out of sight.,53.166667,-1.583333,2006-10-07,19:10,2006-10-07 19:10
haren (netherlands),,Netherlands,light,7 orange star-like objects moving slowly,52.794171,7.236837,2007-10-07,21:00,2007-10-07 21:00
sheffield (uk/england),,United Kingdom,disk,a small flat disked shape&#44 orange coloured&#44 with orange rays coming off&#44 moved further in the sky at late evening.,53.366667,-1.5,2008-10-07,19:15,2008-10-07 19:15
meath (ireland),,Ireland,circle,7 circle shaped objects flashing lights flying in the sky compacted together then seperated,53.605548,-6.656417,2012-10-07,22:30,2012-10-07 22:30
kalletal (germany),,Germany,light,4 coloured lights in triangle shape,52.111,8.9497,1994-10-08,11:30,1994-10-08 11:30
wigan (uk/england),,United Kingdom,triangle,THERE WERE SEVEN CRAFTS FLYING IN FORMATION BUT ONE WAS SLIGHTLY OUT OF FORMATION TO THE RIGHT.THEY WERE THE COLOUR OF A HOT COAL ORANG,53.533333,-2.616667,2001-10-08,00:00,2001-10-08 00:00
sarajevo (bosnia),,Fuck,disk, ((NUFORC Note:  We are awaiting additional information.  PD))  http://www.sartelcom.net/ET/ufo_nlo/ufo_nlo_sarajevo.html,43.856259,18.413076,2005-10-08,13:00,2005-10-08 13:00
sigulda (latvia),,Latvia,triangle,We were sitting in  jacuzzi located in the backyard an whathing stars. First two flying objects seemed as a falling stars but after som,57.149563,24.860333,2005-10-08,23:50,2005-10-08 23:50
split (croatia),,Croatia,disk,((HOAX??))  UFOs over Split&#44 Croatia - 8 October 2006,43.508132,16.440193,2006-10-08,21:03,2006-10-08 21:03
obernheim (germany),,Germany,triangle,UFO appeared on photo taken of Obernheim in Germany.,49.366667,7.583333,2012-10-08,17:10,2012-10-08 17:10
stirling (uk/scotland),,United Kingdom,other,Pyramids in Stirling - they just keep coming back &#33,56.116667,-3.95,1995-10-09,02:00,1995-10-09 02:00
reading (uk/england),,United Kingdom,sphere,luminous orange sphere as big as a house flying horizontally then at angle of about 45 degrees flew off into sky.,51.433333,-1.0,1998-10-09,19:30,1998-10-09 19:30
london (uk/england),,United Kingdom,other,White lights seen emitting other smaller lights&#44 then a matchbox type shape flew above head and morphed into plane,51.514125,-0.093689,1998-10-09,21:00,1998-10-09 21:00
kista (sweden),,Sweden,circle,2 flying objects appearing in two diffrent locations in the sky and both flying with incredible speed.,59.402434,17.946482,2003-10-09,02:15,2003-10-09 02:15
toulouse (france),,France,light,A bright light could be seen in the sky&#44 it divided into 2 smaller lights that moved appart.,43.604652,1.444209,2003-10-09,19:10,2003-10-09 19:10
stoke-on-trent (uk/england),,United Kingdom,light,i saw these&#39s craft more than once they moved fast and with no sound and orange collour.and again a week later&#33&#33 ((Possible hoax.  PD)),53.0,-2.183333,2006-10-09,20:30,2006-10-09 20:30
canvey island (uk/england),,Uk/england,other,amazing pictures in the sky of a 100% ufo what else could it be? i believe i believe i believe,51.517083,0.578411,2007-10-09,02:30,2007-10-09 02:30
oltenita (calarasi) (romania),,Romania,circle,Light on sky.,44.086667,26.636667,2013-10-09,05:35,2013-10-09 05:35
gillingham,,Fuck,diamond,Was me and my son.I was closing bedroom curtain nd like usually like to look out at sky for stars I then  saw a few stars twinkling in,51.386322,0.551438,2013-10-09,21:15,2013-10-09 21:15
gillingham,,Fuck,diamond,Was me and my son?I was closing bios bedroom curtain nd like unusually like to look out at sky for stars I then  saw a few stars twinkl,51.386322,0.551438,2013-10-09,21:15,2013-10-09 21:15
london (uk/england),,United Kingdom,circle,Large orange ball of light over London late 1990&#39s,51.514125,-0.093689,1998-01-10,18:00,1998-01-10 18:00
nottingham (uk/england),,United Kingdom,circle,A blue/green round object that moved very fast but silently left to right from one cloud across a gap in sky to next cloud,52.966667,-1.166667,2002-01-10,17:25,2002-01-10 17:25
dunstable (uk/england),,United Kingdom,changing,Metallic craft went from saucer to teardrop shape,51.883333,-0.516667,2004-01-10,00:00,2004-01-10 00:00
exeter (uk/england),,United Kingdom,teardrop,Four Craft Circle Above House - Devon UK  ((NUFORC Note:  Student report.  PD)),50.7,-3.533333,2006-01-10,01:00,2006-01-10 01:00
helsby&#44 cheshire (uk/england),,Uk/england,formation,A Groupd of Dark objects moving rapidly across the evening sky.,53.273014,-2.769426,2007-01-10,18:12,2007-01-10 18:12
rishton/blackburn&#44 lancashire (uk/england),,Uk/england,unknown,Bright light moving in the sky,53.768509,-2.42362,2008-01-10,21:50,2008-01-10 21:50
grimsby (uk/england),,United Kingdom,changing,bright orange light like a fire in the sky took my camera to take picture it was low at first when i went to my backyard it had gain he,53.533333,-0.05,2009-01-10,19:00,2009-01-10 19:00
bath (uk/england),,United Kingdom,circle,Orange balls of light,51.379444,-2.365556,2009-01-10,22:00,2009-01-10 22:00
kilmartin (uk/scotland),,United Kingdom,triangle,I was a traingle shaped craft from the hills and followed it till I couldn&#39t see it nomore.,56.116667,-5.483333,2010-01-10,07:23,2010-01-10 07:23
uk/england,,Fuck,circle,This craft new what it was doing,52.355518,-1.17432,2010-01-10,21:05,2010-01-10 21:05
kent (uk/england),,United Kingdom,disk,The area it went into a vertical climb was where the USAAF from Nebraska were stationed in WW2. A coincidence but true.,51.25,0.75,2011-01-10,11:10,2011-01-10 11:10
ottersberg (germany),,Germany,triangle,Triangle Object - 3 flashing white lights blinking slowly synchron,53.1,9.15,2011-01-10,18:38,2011-01-10 18:38
swansea (uk/wales),,United Kingdom,other,Multiple red lights in the sky above swansea&#44 uk,51.633333,-3.966667,2011-01-10,19:30,2011-01-10 19:30
pendle (uk/england),,Uk/england,light,A light hovered down the hill at a ridiculous speed.,53.845,-2.204,2014-01-10,16:30,2014-01-10 16:30
walton on thames surrey (uk/england),,Uk/england,unknown,Shimmering red and blue stayed dead still&#44 disappeared getting smaller,51.38847,-0.416969,2000-11-10,00:05,2000-11-10 00:05
vilnius (lithuania),,Lithuania,unknown,Strange thing in the night skies of Lithuania,54.687156,25.279651,2002-11-10,01:00,2002-11-10 01:00
southmore&#44 oxforshire (uk/england),,Uk/england,light,Flash of  billiant large white light  Oxfordshire,51.683525,-1.424906,2002-11-10,22:55,2002-11-10 22:55
handforth&#44 wilmslow&#44 cheshire (uk/england),,Uk/england,fireball,Orange fireball over North East Cheshire moving South to North,53.356083,-2.212708,2008-11-10,19:05,2008-11-10 19:05
york (uk/england),,United Kingdom,light,Fast travelling&#44 in formation&#44 rapid change of trajectory.,53.954115,-1.064262,1996-11-11,23:00,1996-11-11 23:00
grimsby (uk/england),,United Kingdom,light,my brother see;s it first bright light come down very fast in front of our house&#44about 3-4miles away hovering over ahouse,53.533333,-0.05,2001-11-11,23:30,2001-11-11 23:30
wolverhampton (uk/england),,United Kingdom,formation,Formation Flight of two craft,52.583333,-2.133333,2002-11-11,18:40,2002-11-11 18:40
chesterfield (uk/england),,United Kingdom,fireball,it came from left to rite &#44in a green fkesh going down&#44&#44,53.25,-1.416667,2003-11-11,21:00,2003-11-11 21:00
uk/england,,Fuck,circle,the 2 brightest objects I have ever seen,52.355518,-1.17432,2004-11-11,19:40,2004-11-11 19:40
labarthe sur l&egrave;ze (france),,France,cigar,Friday morning while stargazing from my bed a streak of intense white light crossed the window&#39s frame &#44 it was travelling very fast fr,43.458858,1.399356,2005-11-11,04:15,2005-11-11 04:15
mires (greece),,Greece,other,Spinning Matrix of Lights object encountered in Crete Greece,35.051532,24.873037,2006-11-11,23:00,2006-11-11 23:00
southport (uk/england),,United Kingdom,formation,NINE  BRIGHT LIGHTS STATIONRY AND THENMOVED WITH PHENOMINAL SPEED AND DISAPEARED,53.666667,-3.0,2007-11-11,18:40,2007-11-11 18:40
macclesfield (uk/england),,United Kingdom,circle,Bright orange ball of light approaching fast from South toward Macclesfield&#44 UK.,53.25,-2.116667,2012-11-11,19:30,2012-11-11 19:30
newtown (uk/wales),,United Kingdom,other,3 black silntly moving craft,52.516667,-3.3,1992-01-11,24:00,1992-01-11 24:00
sandy (uk/england),,United Kingdom,cigar,Cigar shaped silent craft flies low over Sandy then disappears,52.116667,-0.283333,1993-11-01,20:00,1993-11-01 20:00
oirsbeek (netherlands),,Netherlands,light,Strange lichtbeams in the sky,50.950111,5.907947,1996-11-01,22:00,1996-11-01 22:00
kilkenny (republic of ireland),,Ireland,sphere,3 balls of light seen at Kilkenny ireland.,52.654145,-7.244788,2001-01-11,09:06,2001-01-11 09:06
london (uk/england),,United Kingdom,oval,In Kensal Green Cematary we saw a slow moving&#44 shiny object with stump wings and no jet stream.,51.514125,-0.093689,2001-11-01,13:00,2001-11-01 13:00
norwich (uk/england),,United Kingdom,changing,Static oblong UFO which changed shape.,52.633333,1.3,2001-01-11,18:00,2001-01-11 18:00
nottingham (uk/england),,United Kingdom,light,3 flashing  lights verticle formation in sky&#44 1 dissapears&#44 some moments later other 2 dissapear.,52.966667,-1.166667,2001-01-11,20:45,2001-01-11 20:45
lousa (portugal),,Portugal,circle,The objet was round and white luminous fliying at a speed a bit faster than a plane i saw it from a distance of 3Km (it&#39s the distance,40.114719,-8.244004,2002-01-11,24:00,2002-01-11 24:00
leicester (uk/england),,United Kingdom,circle,low flying&#44 below cloud level&#44  large&#44 very clearsighting&#44 round&#44 covered in lights no noise moving about the same speed as a plane,52.664913,-1.034894,2005-11-01,22:20,2005-11-01 22:20
hyvink&auml;&auml; (finland),,Finland,light,Unknown aircraft with red lights over the skies of Hyvink&auml;&auml;&#44 Finland,60.631811,24.857883,2008-11-01,20:00,2008-11-01 20:00
glenrothes (uk/scotland),,United Kingdom,circle,UFO IN SCOTLAND&#44 UK,56.2,-3.183333,2008-11-01,21:20,2008-11-01 21:20
t&oslash;nsberg (norway),,Norway,fireball,One floating ball spotted in Norway.,59.26757,10.407561,2008-01-11,22:00,2008-01-11 22:00
london (southwest) (uk/england),,United Kingdom,light,Bright orange light moving from ENE to WSW visible through high cloud.  We are near London Heathrow and have constant aircraft sighting,51.514125,-0.093689,2008-01-11,23:25,2008-01-11 23:25
pla (philippines),,Philippines,triangle,Slow and silent Triangle UFO with red lights pass by . PHILIPPINES.,42.70891,1.864656,2011-11-01,03:00,2011-11-01 03:00
leighton buzzard (uk/england),,United Kingdom,sphere,Two seperate fast moving orange spheres observed within 5 mins - Bedfordshire UK,51.916667,-0.65,2012-11-01,22:10,2012-11-01 22:10
ihtiman (bulgaria),,Bulgaria,fireball,A strange red light.,42.438242,23.816172,2014-01-11,19:11,2014-01-11 19:11
middlesbrough (uk/england) ??,,Uk/england,disk,bright disk object &#44 very fast,54.574227,-1.234956,2000-11-12,07:00,2000-11-12 07:00
kent (uk/england),,United Kingdom,triangle,how it made me felt and were it was,51.25,0.75,2000-11-12,17:00,2000-11-12 17:00
